iter	RMSE
121	0.5880440778
122	0.5868363623
123	0.5847563624
124	0.5827594291
125	0.5815551317
126	0.5789581365
127	0.577995753
128	0.5763033129
129	0.5754537923
130	0.5738398659
131	0.5710665267
132	0.5694982271
133	0.5680752959
134	0.5675444923
135	0.566044523
136	0.5653491147
137	0.5636597225
138	0.5629905112
139	0.561649666
140	0.5610794293
141	0.5577287139
142	0.5556652875
143	0.5537014376
144	0.5516760745
145	0.5491564583
146	0.5473915497
147	0.5444227864
148	0.5433285657
149	0.5407940374
150	0.5392002395
151	0.5377975706
152	0.5373391787
153	0.5364397437
154	0.5350095085
155	0.5337119274
156	0.533473476
157	0.5316707977
158	0.5305824608
159	0.5273202299
160	0.5261124524
161	0.5247153504
162	0.5243945822
163	0.5228645566
164	0.5217613859
165	0.5201569567
166	0.5175161084
167	0.5167443018
168	0.5159507485
169	0.5129423043
170	0.5101100213
171	0.5093671732
172	0.5066740053
173	0.5035870041
174	0.5020208035
175	0.4994265472
176	0.4980907748
177	0.4959242267
178	0.4952661023
179	0.4937547694
180	0.4921368554
181	0.4907642259
182	0.4902742413
183	0.4889209989
184	0.48732324
185	0.4866306169
186	0.4858135233
187	0.4853310435
188	0.4845522884
189	0.4838613701
190	0.4825461309
191	0.4813736592
192	0.4790170719
193	0.4775754586
194	0.4767907894
195	0.4753260583
196	0.4733856481
197	0.4724021178
198	0.4713379153
199	0.4699100021
200	0.4692100599
201	0.4673902498
202	0.4665477032
203	0.4650757632
204	0.4641777493
205	0.4633646257
206	0.4626866021
207	0.4618615667
208	0.4617124193
209	0.460832533
210	0.4594551342
211	0.4584514421
212	0.456954447
213	0.4552907239
214	0.4542402394
215	0.4524631077
216	0.4518469927
217	0.4513382291
218	0.4500663692
219	0.4497790621
220	0.4476723907
221	0.4467286328
222	0.4458139432
223	0.4455809731
224	0.4448022751
225	0.4442137324
226	0.4433815436
227	0.442676631
228	0.4408557895
229	0.4396337174
230	0.439125757
231	0.4384793328
232	0.4381471447
233	0.4366807393
234	0.436061837
235	0.4353357196
236	0.4345456893
237	0.4339090469
238	0.4335791833
239	0.4329838336
240	0.4325353146
241	0.430716586
242	0.4296063829
243	0.4285341676
244	0.4276055052
245	0.4260014545
246	0.4256195871
247	0.4238183408
248	0.4231687547
249	0.422222065
250	0.4214352475
251	0.4203351558
252	0.4190819335
253	0.4190080595
254	0.4172286517
255	0.4167098234
256	0.4159447263
257	0.4154168171
258	0.4146191853
259	0.4138189981
260	0.4128811737
261	0.4126410147
262	0.4117003821
263	0.4111576516
264	0.4106017328
265	0.4103284889
266	0.4102239328
267	0.4087032904
268	0.408007608
269	0.4078293394
270	0.4065440924
271	0.4051951586
272	0.4051342754
273	0.4048709272
274	0.4034001242
275	0.4026051776
276	0.4019401642
277	0.4012550026
278	0.4005389144
279	0.3998172597
280	0.3984456056
281	0.3976656883
282	0.3972429324
283	0.3964509085
284	0.3953307994
285	0.3945925669
286	0.3939169636
287	0.3929816041
288	0.3917545322
289	0.3907218971
290	0.3906615039
291	0.3901371601
292	0.3891229074
293	0.3883194974
294	0.3881539257
295	0.3878808738
296	0.3870960687
297	0.3868582639
298	0.3863025885
299	0.3853446378
300	0.3836722166
301	0.3828355706
302	0.3822388315
303	0.3816789714
304	0.3814285362
305	0.3807097857
306	0.3798689169
307	0.3784385578
308	0.3780023202
309	0.3775599742
310	0.377262553
311	0.3765964929
312	0.3762003633
313	0.3752313644
314	0.3750248601
315	0.374240201
316	0.3740913575
317	0.3733775983
318	0.3726570384
319	0.371382131
320	0.370623576
321	0.3696138606
322	0.3689618068
323	0.3687361878
324	0.3678407711
325	0.3677978349
326	0.3674258359
327	0.366735551
328	0.3662157888
329	0.3654408914
330	0.3652757555
331	0.3648838293
332	0.3642889069
333	0.3639657282
334	0.3630841129
335	0.3621616616
336	0.3618328783
337	0.3614447676
338	0.3611137168
339	0.360068227
340	0.3599246978
341	0.3587787525
342	0.3578434919
343	0.3574995285
344	0.3569363323
345	0.3560630713
346	0.3557596496
347	0.3551181045
348	0.354279287
349	0.3537297821
350	0.3535712929
351	0.3525119628
352	0.3519734312
353	0.3512533506
354	0.350109792
355	0.3499635422
356	0.3492688277
357	0.3487911229
358	0.3480242773
359	0.3474770018
360	0.3467990866
361	0.3465127533
362	0.3460478631
363	0.3455312592
364	0.3447464289
365	0.3442267995
366	0.3436563814
367	0.3433993334
368	0.342768521
369	0.341981024
370	0.3417830826
371	0.341300984
372	0.3406921187
373	0.3401538646
374	0.3397381591
375	0.3388802884
376	0.3382962259
377	0.3375026818
378	0.3371251224
379	0.3365221798
380	0.335968938
381	0.3351878167
382	0.3349976674
383	0.3341544687
384	0.3332938336
385	0.3329734178
386	0.3327259003
387	0.33235638
388	0.3320545236
389	0.3314665798
390	0.3309453126
391	0.3303277203
392	0.3295897589
393	0.3288187139
394	0.3279955602
395	0.3273444457
396	0.3270733611
397	0.3264709027
398	0.3263657077
399	0.3257125403
400	0.3253735315
401	0.3252641088
402	0.3245294174
403	0.3243039059
404	0.3241843713
405	0.3236953431
406	0.3234043633
407	0.3230880294
408	0.3225740694
409	0.3218775794
410	0.3211250053
411	0.3205144844
412	0.3198179326
413	0.319373537
414	0.3187025008
415	0.3181270521
416	0.3176442863
417	0.3173829751
418	0.3167012163
419	0.3160005684
420	0.3157472123
421	0.3151574255
422	0.3148908354
423	0.3142267479
424	0.3139632408
425	0.3132275577
426	0.3128763625
427	0.3123354189
428	0.3116980766
429	0.3109329038
430	0.3108581672
431	0.3101724001
432	0.3096981161
433	0.3094255608
434	0.3089071866
435	0.3084316047
436	0.3081840251
437	0.3081391869
438	0.3078679719
439	0.3072591694
440	0.3071656833
441	0.3070796325
442	0.3068148138
443	0.3065319752
444	0.3059791499
445	0.3049217145
446	0.3048334889
447	0.3043604673
448	0.303712197
449	0.3032471905
450	0.3022976889
451	0.3018424052
452	0.3015572348
453	0.3013882005
454	0.3011584975
455	0.3007781743
456	0.3002088166
457	0.2996119658
458	0.298952126
459	0.2984866234
460	0.2979169777
461	0.2972174768
462	0.2969689701
463	0.2963422541
464	0.2960195755
465	0.2956659152
466	0.2951206947
467	0.2947460062
468	0.294287254
469	0.2939843462
470	0.2934587953
471	0.2930233864
472	0.2924852017
473	0.2920792153
474	0.2915672885
475	0.291352391
476	0.2908802595
477	0.2907434647
478	0.2902382582
479	0.2898348709
480	0.2894718049
481	0.2891813138
482	0.288810621
483	0.2885993558
484	0.2881835407
485	0.2876815168
486	0.2873623874
487	0.2871368956
488	0.2866800834
489	0.286315756
490	0.2858375456
491	0.2854009992
492	0.2851014696
493	0.2843486339
494	0.2839193133
495	0.2835439692
496	0.2832278525
497	0.2831113822
498	0.2827176944
499	0.2825242728
500	0.28200037
501	0.2817693594
502	0.2812575101
503	0.2805171869
504	0.280231082
505	0.2800234829
506	0.279785103
507	0.2792450823
508	0.2788260222
509	0.2787495815
510	0.2785358754
511	0.278443679
512	0.2783688361
513	0.2780390673
514	0.2776709569
515	0.2771208337
516	0.2767481396
517	0.2763558209
518	0.2755705976
519	0.2751533498
520	0.2748059111
521	0.2744673252
522	0.2740830741
523	0.2738766529
524	0.2734570793
525	0.2732347709
526	0.2728464804
527	0.2721754307
528	0.2718339513
529	0.2714486051
530	0.2711915598
531	0.2708813071
532	0.270630393
533	0.2702888785
534	0.2695463137
535	0.2689561433
536	0.268245305
537	0.2680506139
538	0.2677162301
539	0.2675283464
540	0.2671673336
541	0.267108057
542	0.2669633081
543	0.2663925001
544	0.266127324
545	0.2653908064
546	0.2651427866
547	0.2649376885
548	0.2646657404
549	0.2640463731
550	0.2635697933
551	0.2631904562
552	0.2630162599
553	0.2628739689
554	0.2623286023
555	0.2622308314
556	0.2621227268
557	0.262009637
558	0.2616220516
559	0.2612059151
560	0.2611405331
561	0.2607097707
562	0.2604295787
563	0.260256078
564	0.2599539398
565	0.2595287639
566	0.2594741196
567	0.259204293
568	0.258887899
569	0.2585985024
570	0.2585716413
571	0.2581806978
572	0.2579927839
573	0.2575841578
574	0.2573554639
575	0.2567974365
576	0.2563640373
577	0.2561176301
578	0.2555519752
579	0.2551504192
580	0.255000302
581	0.2548000038
582	0.2544910751
583	0.2542370801
584	0.2541951279
585	0.2537442037
586	0.2533440949
587	0.2530939141
588	0.2527623693
589	0.2524740762
590	0.2522782078
591	0.2519610662
592	0.2515429426
593	0.2513198015
594	0.2510561422
595	0.2508665586
596	0.2505488876
597	0.2505023669
598	0.250455119
599	0.2500051911
600	0.2496321132
601	0.2492875276
602	0.2490369872
603	0.2488190586
604	0.2483753804
605	0.2482030056
606	0.247849122
607	0.2476642697
608	0.2473257899
609	0.2471389754
610	0.2468273416
611	0.2464775808
612	0.246068184
613	0.24585484
614	0.2453163201
615	0.2452099575
616	0.2449278431
617	0.2446358041
618	0.2443276023
619	0.244074024
620	0.2437769248
621	0.2435524258
622	0.2434001761
623	0.243195235
624	0.2428903388
625	0.24266087
626	0.2422947994
627	0.2421505662
628	0.2420175532
629	0.2417516926
630	0.2414979281
631	0.2412735718
632	0.2408862954
633	0.2406804828
634	0.2403129659
635	0.2401431221
636	0.2397885904
637	0.2394722752
638	0.2393244271
639	0.2388528218
640	0.2385804773
641	0.2384819088
642	0.2383344927
643	0.2380570595
644	0.2377464996
645	0.2374270357
646	0.2371434656
647	0.2368946427
648	0.2365904623
649	0.2362474527
650	0.2359275751
651	0.2356685823
652	0.2354996951
653	0.235374096
654	0.2351018194
655	0.2344628254
656	0.2342131951
657	0.2338632043
658	0.2336361411
659	0.2333445849
660	0.2332138107
661	0.2328171969
662	0.232548837
663	0.2321596159
664	0.2318722929
665	0.231486014
666	0.2312064458
667	0.230873235
668	0.2307786364
669	0.2303701035
670	0.2301842977
671	0.2299879694
672	0.2298152362
673	0.229679983
674	0.2295177593
675	0.229153881
676	0.2288697685
677	0.2286347276
678	0.2283724104
679	0.2280358831
680	0.227934382
681	0.2276091548
682	0.2273517688
683	0.2272284768
684	0.2269879596
685	0.2266696125
686	0.226521861
687	0.226164948
688	0.2258907422
689	0.2257585572
690	0.2255942231
691	0.2253923162
692	0.2250592529
693	0.2248427299
694	0.2244951223
695	0.2241513046
696	0.2237839773
697	0.2234071584
698	0.2231895791
699	0.2229438385
700	0.2226912639
701	0.2223121355
702	0.222159736
703	0.2219951188
704	0.2218218029
705	0.2216561727
706	0.2214580386
707	0.221223734
708	0.2210199351
709	0.2208188341
710	0.2205391603
711	0.2204254299
712	0.2202501351
713	0.2200812646
714	0.2199400833
715	0.2196468641
716	0.2194837712
717	0.2193196891
718	0.2190283485
719	0.2188907632
720	0.2185789208
721	0.2184715691
722	0.2181690816
723	0.2179508208
724	0.2177154212
725	0.2174496681
726	0.2173587258
727	0.217098132
728	0.216947615
729	0.2167355082
730	0.2165617207
731	0.2162851458
732	0.2158830007
733	0.2155430392
734	0.2152683145
735	0.2151732161
736	0.2149688623
737	0.2148762629
738	0.2143746901
739	0.2143046768
740	0.2141120218
741	0.2137974748
742	0.2135030425
743	0.2134629992
744	0.2132994005
745	0.2130959992
746	0.2128331056
747	0.2125665067
748	0.2122814613
749	0.2121606976
750	0.2118316316
751	0.2117834725
752	0.211683321
753	0.2114116601
754	0.2110859725
755	0.2108070058
756	0.210711832
757	0.2106768048
758	0.2105313138
759	0.2103636107
760	0.2101566585
761	0.2100677396
762	0.2098398577
763	0.2095401636
764	0.2093834681
765	0.2091526536
766	0.208931521
767	0.2087196872
768	0.2085655145
769	0.2083695473
770	0.2081633298
771	0.2079792578
772	0.2078989872
773	0.2077217982
774	0.2076500538
775	0.2073772326
776	0.2072598605
777	0.206942424
778	0.2068142946
779	0.206521973
780	0.2063935952
781	0.2063364308
782	0.2062048524
783	0.2060463057
784	0.2060336041
785	0.2057004193
786	0.2054329961
787	0.2053233611
788	0.205212033
789	0.2050006556
790	0.2047264653
791	0.2046110572
792	0.2045390717
793	0.2043463042
794	0.204116961
795	0.2039491835
796	0.2036615135
797	0.2034126813
798	0.2032761048
799	0.2030480249
800	0.2028369146
801	0.2026534241
802	0.2023964811
803	0.2023878208
804	0.2021580825
805	0.2019683602
806	0.2017999821
807	0.2014512331
808	0.2012163942
809	0.2008466231
810	0.200621093
811	0.2004266426
812	0.2000142735
813	0.1998808792
814	0.1995279279
815	0.1992569132
816	0.1990360841
817	0.1989470669
818	0.1987794257
819	0.1984156241
820	0.1981655168
821	0.1980207245
822	0.1979037473
823	0.1977206514
824	0.1975222436
825	0.1973085313
826	0.1970872196
827	0.1968930577
828	0.1966658911
829	0.1965668468
830	0.196392733
831	0.1962184975
832	0.1961163371
833	0.1960391808
834	0.1957855875
835	0.1955674065
836	0.1953004388
837	0.1952280239
838	0.1950444442
839	0.194791508
840	0.1946173047
841	0.1944317726
842	0.194261018
843	0.193948706
844	0.1939365325
845	0.1938610888
846	0.193768282
847	0.1935573103
848	0.1933721559
849	0.1931023919
850	0.1929356366
851	0.1928077526
852	0.192590096
853	0.1924454233
854	0.192236002
855	0.191987723
856	0.1917928876
857	0.1916863886
858	0.1914847827
859	0.1913168614
860	0.1911350437
861	0.1910109769
862	0.1908779083
863	0.1906546779
864	0.1903267817
865	0.1902096892
866	0.1899207748
867	0.1897514214
868	0.1896651031
869	0.1894862586
870	0.1893239006
871	0.1891463626
872	0.1889835753
873	0.1888176219
874	0.1885927218
875	0.1884501677
876	0.1883318261
877	0.1882090039
878	0.1880792037
879	0.187881705
880	0.1875878733
881	0.1874451729
882	0.1872946352
883	0.1871425445
884	0.1869289161
885	0.1867140353
886	0.1864497209
887	0.1862228606
888	0.1860358628
889	0.1857263261
890	0.1855793996
891	0.185375234
892	0.1851593255
893	0.1850088272
894	0.1848895902
895	0.1844535952
896	0.1842762524
897	0.1841453882
898	0.1839441837
899	0.1838223262
900	0.1836267076
901	0.18354225
902	0.1832325761
903	0.1830818954
904	0.1827860648
905	0.1825814536
906	0.1824708624
907	0.1822995656
908	0.1821244489
909	0.1819839509
910	0.1817596106
911	0.181532307
912	0.1813689107
913	0.1813016246
914	0.1811165551
915	0.180927094
916	0.1807208032
917	0.1805935523
918	0.180449949
919	0.180332895
920	0.1801928945
921	0.1800471821
922	0.1799328541
923	0.1798167711
924	0.179476458
925	0.1793293595
926	0.179222048
927	0.1788465317
928	0.1787023474
929	0.1785284915
930	0.178375759
931	0.1783410019
932	0.1782112558
933	0.1780898776
934	0.1779580183
935	0.1776840101
936	0.1775253594
937	0.1773610995
938	0.1771314699
939	0.1769812776
940	0.1768569921
941	0.1767510063
942	0.1765717401
943	0.1764611347
944	0.1762841019
945	0.1761636898
946	0.1759587284
947	0.1757348077
948	0.1754813958
949	0.175318125
950	0.1751022075
951	0.1748768625
952	0.1747656793
953	0.1746100831
954	0.174451846
955	0.1742735309
956	0.1740592246
957	0.1739214878
958	0.1738417202
959	0.1737505263
960	0.1735206754
961	0.1734087361
962	0.1731863882
963	0.172927952
964	0.1728149736
965	0.1726983385
966	0.1726545013
967	0.1725141685
968	0.1723562922
969	0.1722496199
970	0.1721438541
971	0.1720078755
972	0.1719151586
973	0.1717207254
974	0.171587665
975	0.1714301472
976	0.1713513772
977	0.1711672412
978	0.1710887684
979	0.1710071175
980	0.1709274441
981	0.170860017
982	0.1705933371
983	0.1703698709
984	0.1702993743
985	0.1701082658
986	0.1699904988
987	0.1698696764
988	0.169747004
989	0.1694556037
990	0.1693726417
991	0.1691537507
992	0.1689186677
993	0.1688037977
994	0.1687069305
995	0.168561412
996	0.1684965476
997	0.1684219332
998	0.1683058444
999	0.168172518
